1	哀嚎洞穴
2	通靈學院
4	怒焰裂谷
6	死亡礦坑
8	影牙城堡
10	黑暗深淵
12	暴風城監獄
14	諾姆瑞根
16	剃刀沼澤
18	血色修道院 - 墓地
20	剃刀高地
22	奧達曼
24	祖爾法拉克
26	瑪拉頓 – 橘水晶區
28	沉沒的神廟
30	黑石深淵 - 監牢
32	低階黑石塔
34	厄運之槌 - 東
36	厄運之槌 - 西
38	厄運之槌 - 北
40	斯坦索姆 - 主大門
42	祖爾格拉布
44	高階黑石塔
46	奧妮克希亞的巢穴
48	熔火之心
50	黑翼之巢
58	艾爾文森林
60	西部荒野
62	暮色森林
64	丹莫洛
66	洛克莫丹
68	濕地
70	荊棘谷
72	詛咒之地
74	悲傷沼澤
76	赤脊山
78	燃燒平原
80	灼熱峽谷
82	荒蕪之地
84	阿拉希高地
86	希爾斯布萊德丘陵
88	辛特蘭
90	西瘟疫之地
92	東瘟疫之地
94	提里斯法林地
96	銀松森林
98	奧特蘭克山脈
100	杜洛塔
102	莫高雷
104	貧瘠之地
106	石爪山脈
108	千針石林
110	淒涼之地
112	菲拉斯
114	塵泥沼澤
116	塔納利斯
118	安戈洛環形山
120	希利蘇斯
122	泰達希爾
124	黑海岸
126	梣谷
128	費伍德森林
130	艾薩拉
132	冬泉谷
136	地獄火壁壘
137	血熔爐
138	破碎大廳
140	奴隸監獄
146	深幽泥沼
147	蒸汽洞窟
148	法力墓地
149	奧奇奈地穴
150	塞司克大廳
151	暗影迷宮
152	地獄火半島
153	贊格沼澤
154	泰洛卡森林
155	納葛蘭
156	影月谷
157	劍刃山脈
158	虛空風暴
159	納克薩瑪斯
160	安其拉廢墟
161	安其拉神廟
163	血色修道院 - 軍械庫
164	血色修道院 - 教堂
165	血色修道院 - 圖書館
166	永歌森林
167	藍謎島
168	鬼魂之地
169	血謎島
170	逃離敦霍爾德
171	黑色沼澤
172	麥克納爾
173	波塔尼卡
174	亞克崔茲
175	卡拉贊
176	瑪瑟里頓的巢穴
177	戈魯爾之巢
178	奧奇奈地穴
179	法力墓地
180	塞司克大廳
181	暗影迷宮
182	黑色沼澤
183	逃離敦霍爾德
184	奴隸監獄
185	蒸汽洞窟
186	深幽泥沼
187	血熔爐
188	地獄火壁壘
189	破碎大廳
190	亞克崔茲
191	波塔尼卡
192	麥克納爾
193	風暴要塞
194	毒蛇神殿洞穴
195	海加爾廢墟
196	黑暗神廟
197	祖阿曼
198	博學者殿堂
199	太陽之井
200	奎爾達納斯之島
201	博學者殿堂
202	俄特加德要塞
203	俄特加德之巔
204	阿茲歐-奈幽
205	俄特加德之巔
206	奧核之眼
207	雷光大廳
208	石之大廳
209	斯坦索姆的抉擇
210	斯坦索姆的抉擇
211	奧核之眼
212	雷光大廳
213	石之大廳
214	德拉克薩隆要塞
215	德拉克薩隆要塞
216	剛德拉克
217	剛德拉克
218	安卡罕特:古王國
219	安卡罕特:古王國
220	紫羅蘭堡
221	紫羅蘭堡
223	永恆之眼
224	黑曜聖所
225	奧核之心
226	奧核之心
227	納克薩瑪斯
228	北風凍原
229	凜風峽灣
230	灰白之丘
231	龍骨荒野
232	冬握湖
233	祖爾德拉克
234	休拉薩盆地
235	風暴群山
236	寒冰皇冠
237	永恆之眼
238	黑曜聖所
239	亞夏梵穹殿
240	亞夏梵穹殿
241	阿茲歐-奈幽
242	俄特加德要塞
243	奧杜亞
244	奧杜亞
245	勇士試煉
246	十字軍試煉
247	大十字軍試煉
248	十字軍試煉
249	勇士試煉
250	大十字軍試煉
251	眾魂熔爐
252	眾魂熔爐
253	薩倫之淵
254	薩倫之淵
255	倒影大廳
256	倒影大廳
257	奧妮克希亞的巢穴
258	隨機艾澤拉斯地城
259	隨機燃燒的遠征地城
260	隨機燃燒的遠征英雄模式
261	隨機巫妖王地城
262	隨機巫妖王英雄
272	瑪拉頓 – 紫水晶區
273	瑪拉頓 – 原始水域
274	斯坦索姆 - 僕從入口
276	黑石深淵 - 上城區
279	冰冠城塞
280	冰冠城塞
285	無頭騎士
286	冰霜領主艾胡恩
287	寇仁·恐酒
288	王冠化學製藥公司
293	晶紅聖所
294	晶紅聖所
