0	東部王國
1	卡林多
13	Testing
25	Scott Test
30	奧特蘭克山谷
33	影牙城堡
34	暴風城監獄
35	<unused>StormwindPrison
36	死亡礦坑
37	艾薩拉盆地
42	科林的考驗
43	哀嚎洞穴
44	<unused> Monastery
47	剃刀沼澤
48	黑暗深淵
70	奧達曼
90	諾姆瑞根
109	沉沒的神廟
129	剃刀高地
169	翡翠夢境
189	血色修道院
209	祖爾法拉克
229	黑石塔
230	黑石深淵
249	奧妮克希亞的巢穴
269	開啟黑暗之門
289	通靈學院
309	祖爾格拉布
329	斯坦索姆
349	瑪拉頓
369	礦道地鐵
389	怒焰裂谷
409	熔火之心
429	厄運之槌
449	聯盟PVP兵營
450	部落PVP兵營
451	開發之地
469	黑翼之巢
489	戰歌峽谷
509	安其拉廢墟
529	阿拉希盆地
530	外域
531	安其拉神廟
532	卡拉贊
533	納克薩瑪斯
534	海加爾山之戰
540	地獄火堡壘:破碎大廳
542	地獄火堡壘:血熔爐
543	地獄火堡壘:地獄火壁壘
544	瑪瑟里頓的巢穴
545	盤牙:蒸汽洞窟
546	盤牙:深幽泥沼
547	盤牙:奴隸監獄
548	盤牙:毒蛇神殿洞穴
550	風暴要塞
552	風暴要塞:亞克崔茲
553	風暴要塞:波塔尼卡
554	風暴要塞:麥克納爾
555	奧齊頓:暗影迷宮
556	奧齊頓:塞司克大廳
557	奧齊頓:法力之墓
558	奧齊頓:奧奇奈地穴
559	納葛蘭競技場
560	逃離敦霍爾德
562	劍刃競技場
564	黑暗神廟
565	戈魯爾之巢
566	暴風之眼
568	祖阿曼
571	北裂境
572	羅德隆廢墟
573	外部測試
574	俄特加德要塞
575	俄特加德之巔
576	奧核之心
578	奧核之眼
580	太陽之井
582	傳送:魯瑟蘭到奧伯丁
584	傳送:米奈希爾到塞拉摩
585	博學者殿堂
586	傳送:艾克索達到奧伯丁
587	傳送:羽月渡口
588	傳送:米奈希爾到奧伯丁
589	傳送:奧格瑪到格羅姆高
590	傳送:格羅姆高到幽暗城
591	傳送:幽暗城到奧格瑪
592	傳送:北風凍原測試
593	傳送:藏寶海灣到棘齒城
594	傳送:凜風峽灣慈悲姐妹號 (任務)
595	斯坦索姆的抉擇
596	傳送:奈格法
597	Craig Test
598	Sunwell Fix (Unused)
599	石之大廳
600	德拉克薩隆要塞
601	阿茲歐-奈幽
602	雷光大廳
603	奧杜亞
604	剛德拉克
605	Development Land (non-weighted textures)
606	QA and DVD
607	遠祖灘頭
608	紫羅蘭堡
609	黯黑堡
610	傳送:提里斯法到復仇臺地
612	傳送:米奈希爾到瓦爾加德
613	傳送:奧格瑪到戰歌堡
614	傳送:風暴城到驍勇要塞
615	黑曜聖所
616	永恆之眼
617	達拉然下水道
618	勇武之環
619	安卡罕特:古王國
620	傳送:默亞基到昂紐沛
621	傳送:默亞基到卡瑪廓
622	傳送:奧格林之錘
623	傳送:破天者號
624	亞夏梵穹殿
628	征服之島
631	冰冠城塞
632	眾魂熔爐
641	傳送:聯盟飛船BG
642	傳送:部落飛船BG
647	傳送:奧格瑪到雷霆崖
649	十字軍試煉
650	勇士試煉
658	薩倫之淵
668	倒影大廳
672	傳送:破天者號(冰冠城塞團隊)
673	傳送:奧格林之錘(冰冠城塞團隊)
712	傳送:破天者號(冰冠城塞地城)
713	傳送:奧格林之錘(冰冠城塞地城)
718	傳送:強風號(冰冠城塞團隊)
723	暴風城
724	晶紅聖所
