1	人類(玩家)
2	獸人(玩家)
3	矮人(玩家)
4	夜精靈(玩家)
5	不死族(玩家)
6	牛頭人(玩家)
7	生物
8	地精(玩家)
9	食人妖(玩家)
14	怪物
15	迪菲亞兄弟會
16	河爪豺狼人
17	赤脊山豺狼人
18	影皮豺狼人
19	魚人
20	不死族(天譴軍團)
21	藏寶海灣
22	蜘蛛
23	野豬
24	狼人
25	狗頭人
26	血頂食人妖
27	劈顱食人妖
28	獵物
29	狼人
30	叛變的迪菲亞盜賊
31	友方
32	穴居怪
33	冰鬃食人妖
34	黑石族獸人
35	壞人
36	犧牲品
37	熊
38	巨魔
39	庫森的雇傭兵
40	衛隊
41	荊棘谷地精
42	迅猛龍
43	石化蜥蜴
44	綠龍軍團
45	失落者
46	 鍛造 - 護甲鍛造
47	鐵爐堡
48	黑鐵矮人
49	暮色森林守夜人
50	紅龍軍團
51	蘚皮豺狼人
52	龍喉族獸人
53	瘋狂地精
54	諾姆瑞根流亡者
55	豹
56	血色十字軍
57	爛皮豺狼人
58	猩猩
59	瑟銀兄弟會
60	納迦
61	達拉然
62	棄靈
63	暗吼
64	小劣魔
65	熊怪
66	部落友軍
67	部落
68	幽暗城
69	達納蘇斯
70	辛迪加
71	希爾斯布萊德民兵
72	暴風城
73	惡魔
74	元素生物
75	靈魂
76	奧格瑪
77	寶物
78	泥嘴豺狼人
79	希爾斯布萊德，南海鎮
80	黑龍軍團
81	雷霆崖
82	枯木食人妖
83	 製皮 - 元素
84	鋼鬃野豬人
85	刺背野豬人
86	製皮 - 龍鱗
87	血帆海盜
88	黑暗深淵
89	龍蝦人
90	科卡爾半人馬
91	加拉克半人馬
92	吉爾吉斯半人馬
93	瑪格拉姆半人馬
94	瑪洛迪
108	塞拉摩人類
109	剃刀沼澤野豬人
110	鋼鬃野豬人
111	Quilboar, Deathshead
128	敵人
148	小動物
168	奈瑟加德商隊
169	熱砂企業
189	聯盟
209	奈瑟加德
229	哀嚎洞穴
249	異種蠍
269	銀月倖存者
270	贊達拉部族
289	 鍛造 - 武器鍛造
309	蠍子
310	蝙蝠
311	泰坦
329	監工費蘇勒
349	拉文霍德
369	加基森
389	諾姆瑞根蟲
409	鷹身人
429	燃刃
449	暗影蛛絲偷獵者
450	灼熱蜘蛛
469	聯盟
470	棘齒城
471	蠻錘氏族
489	黑鐵酒吧哥布林老闆
509	阿拉索聯軍
510	污染者
511	巨人
529	銀色黎明
530	暗矛食人妖
531	青銅龍軍團
532	藍龍軍團
549	 製皮 - 部族
550	 工程學 - 哥布林
551	 工程學 - 地精
569	 鍛造 - 錘類鍛造
570	 鍛造 - 斧類鍛造
571	 鍛造 - 劍類鍛造
572	邪枝食人妖
573	南海掠劫者
574	凱爾達隆
575	未墮落的熊怪
576	木喉要塞
577	永望鎮
589	冬刃豹訓練師
609	塞納里奧議會
629	碎矛食人妖
630	暴掠龍訓練師
649	管理者埃克索圖斯
669	禿鷹
670	貓
671	螃蟹
672	鱷魚
673	土狼
674	貓頭鷹
675	蠍子
676	陸行鳥
677	烏龜
678	風蛇
679	訓練假人
689	黑龍軍團 - 誘餌
709	戰場中立方
729	霜狼氏族
730	雷矛衛隊
749	海達希亞水元素
750	薩弗隆火焰之王
769	吉茲洛克的假人
770	吉茲洛克的符咒
771	吉茲洛克
789	莫洛加
790	聯盟靈魂嚮導
809	辛德拉
829	巨魔(克羅卡斯)
849	部落靈魂嚮導
869	加德納爾
889	戰歌先遣騎
890	銀翼哨兵
891	聯盟部隊
892	部落軍隊
893	惡齒食人妖
909	暗月馬戲團
910	諾茲多姆的子嗣
911	銀月城
912	卡林多聯軍
914	玩家，血精靈
915	克蘇恩軍隊
916	異種攻擊者
917	鐵爐堡兵團
918	RC 敵人
919	RC 物件
920	紅色
921	藍色
922	安寧地
923	遠行者
924	DEPRECATED
925	逐日者
926	博學者的公會
927	玩家，德萊尼
928	天譴入侵者
929	血槌氏族
930	艾克索達
931	Test Faction (not a real faction)
932	奧多爾
933	聯合團
934	占卜者
935	薩塔
936	撒塔斯城
937	食人妖，森林
938	歐曼奈
939	DEPRECATED
940	洛薩之子
941	瑪格哈
942	塞納里奧遠征隊
943	魔獄獸人
944	魔獄獸人鬼魂
945	洛薩之子鬼魂
946	榮譽堡
947	索爾瑪
948	Test Faction 2
949	Test Faction 1
950	ToWoW - Flag
951	ToWoW - Flag Trigger Alliance (DND)
952	Test Faction 3
953	Test Faction 4
954	ToWoW - Flag Trigger Horde (DND)
955	破碎者
956	以太皇族
957	土元素
958	戰鬥機器人
959	善良行動者
960	邪惡行動者
961	靜松熊怪
962	瘋狂的梟獸
963	聯盟西洋棋
964	部落西洋棋
965	怪盜史霸
966	怪盜史霸黨羽
967	紫羅蘭之眼
968	太陽之鷹
969	阿古斯之手
970	斯博格爾
971	真菌巨人
972	孢子蝙蝠
973	怪物，掠奪者
974	怪物，犧牲者
975	虛無異象
976	海加爾防衛者
977	海加爾入侵者
978	卡爾奈
979	陶土議會
980	燃燒的遠征
981	阿拉卡
982	贊格沼澤旌旗(聯盟)
983	贊格沼澤旌旗(部落)
984	贊格沼澤旌旗(中立)
985	時光之穴 - 索爾
986	時光之穴 - 敦霍爾德
987	時光之穴 - 南海鎮衛兵
988	暗影議會藏身處
989	時光守望者
990	流沙之鱗
991	黑暗之門防衛者，聯盟
992	黑暗之門防衛者，部落
993	黑暗之門攻擊者，軍團
994	煽動觸發器
995	煽動觸發器 2
996	煽動觸發器 3
997	煽動觸發器 4
998	煽動觸發器 5
999	法力怪物
1000	卡德加的僕從
1001	劍刃氏族
1002	以太皇族
1003	護國者
1004	秘法殲滅者 (DNR)
1005	友善地，隱藏者
1006	肯瑞瓦 - 德崔克
1007	肯瑞瓦 - 貝爾瑪拉
1008	肯瑞瓦 - 盧瑞斯
1009	肯瑞瓦 - 考林
1010	伊利丹的僕人
1011	陰鬱城
1012	灰舌死亡誓言者
1013	暗月的靈魂 1
1014	暗月的靈魂 2
1015	虛空之翼
1016	巨龍教團
1017	樹人
1018	李奧薩拉斯惡魔 I
1019	李奧薩拉斯惡魔 II
1020	李奧薩拉斯惡魔 III
1021	李奧薩拉斯惡魔 IV
1022	李奧薩拉斯惡魔 V
1023	阿薩羅斯
1024	剝石者
1025	剝皮獵人
1026	影月遮蔽處
1027	軍團通報器
1028	鴉林長者
1029	西洋棋，合適的西洋棋
1030	黑暗神廟大門 - 伊利達瑞
1031	薩塔禦天者
1032	52區
1033	瑪翼夫
1034	司凱堤斯暗影阿拉卡
1035	司凱堤斯阿拉卡
1036	龍喉敵人
1037	聯盟先鋒
1038	歐格利拉
1039	劫毀者
1040	REUSE
1041	狂亂
1042	禦天者敵人
1043	臭鼬，喇叭花
1044	塞拉摩叛逃者
1045	維酷人
1046	北海海賊
1047	巨牙海民
1048	UNUSED
1049	食人妖，阿曼尼
1050	驍勇遠征軍
1051	UNUSED
1052	部落遠征軍
1053	鎮西衛
1054	斑點獅鷲獸
1055	被馴服的瘟疫獵犬
1056	維酷人(先靈1)
1057	維酷人(先靈2)
1058	維酷人(先靈3)
1059	奪取旗幟 - 旗幟 - 聯盟
1060	Test
1061	維酷人
1062	維酷鬥士
1063	瓦爾加德戰鬥連隊
1064	坦卡族
1065	怪物，地區強迫回應1
1066	怪物，地區強迫回應2
1067	復仇之手
1068	探險者協會
1069	山羊競速威力上升 DND
1070	山羊競速陷阱 DND
1071	克萊格的松鼠
1072	REUSE
1073	卡魯耶克
1074	節日 - 水桶
1075	節日 - 通稱
1076	鐵矮人
1077	破碎之日進攻部隊
1078	對戰小寵物
1079	冬鰭魚人
1080	友善，強制反應
1081	目標，強制反應
1082	REUSE
1083	REUSE
1084	海汐維酷人
1085	戰歌進攻部隊
1086	盜獵者
1087	節日怪物
1088	紅牙熊怪
1089	霜掌熊怪
1090	祈倫托
1091	龍眠協調者
1092	阿茲歐-奈幽
1093	REUSE
1094	白銀誓盟
1095	灰白之丘陷捕者
1096	REUSE
1097	巫妖王之怒
1098	黯刃騎士團
1099	憤怒之門天譴軍
1100	憤怒之門聯盟部隊
1101	憤怒之門部落部隊
1102	奪取旗幟 - 旗幟 - 部落
1103	奪取旗幟 - 旗幟 - 中立
1104	狂心部族
1105	神諭者
1106	銀白十字軍
1107	食人妖，德拉克瑞
1108	CoT 阿薩斯
1109	CoT 斯坦索姆市民
1110	CoT 天譴軍團
1111	芙蕾雅
1112	Mount - Taxi - Alliance
1113	Mount - Taxi - Horde
1114	Mount - Taxi - Neutral
1115	元素，水
1116	元素，空氣
1117	休拉薩盆地
